2023-09-22 17:03:25,191 INFO    StreamThr :10815 [internal.py:wandb_internal():86] W&B internal server running at pid: 10815, started at: 2023-09-22 17:03:25.190828
2023-09-22 17:03:25,191 DEBUG   HandlerThread:10815 [handler.py:handle_request():144] handle_request: status
2023-09-22 17:03:25,193 INFO    WriterThread:10815 [datastore.py:open_for_write():85] open: /home/workfish/SUIM/wandb/run-20230922_170325-gi0ql8vd/run-gi0ql8vd.wandb
2023-09-22 17:03:25,194 DEBUG   SenderThread:10815 [sender.py:send():380] send: header
2023-09-22 17:03:25,203 DEBUG   SenderThread:10815 [sender.py:send():380] send: run
2023-09-22 17:03:25,675 INFO    SenderThread:10815 [dir_watcher.py:__init__():211] watching files in: /home/workfish/SUIM/wandb/run-20230922_170325-gi0ql8vd/files
2023-09-22 17:03:25,675 INFO    SenderThread:10815 [sender.py:_start_run_threads():1122] run started: gi0ql8vd with start time 1695395005.190846
2023-09-22 17:03:25,683 DEBUG   HandlerThread:10815 [handler.py:handle_request():144] handle_request: check_version
2023-09-22 17:03:25,683 DEBUG   SenderThread:10815 [sender.py:send_request():407] send_request: check_version
2023-09-22 17:03:25,775 DEBUG   HandlerThread:10815 [handler.py:handle_request():144] handle_request: run_start
2023-09-22 17:03:25,778 DEBUG   HandlerThread:10815 [system_info.py:__init__():32] System info init
2023-09-22 17:03:25,778 DEBUG   HandlerThread:10815 [system_info.py:__init__():47] System info init done
2023-09-22 17:03:25,778 INFO    HandlerThread:10815 [system_monitor.py:start():181] Starting system monitor
2023-09-22 17:03:25,778 INFO    SystemMonitor:10815 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-09-22 17:03:25,778 INFO    HandlerThread:10815 [system_monitor.py:probe():201] Collecting system info
2023-09-22 17:03:25,779 INFO    SystemMonitor:10815 [interfaces.py:start():190] Started cpu monitoring
2023-09-22 17:03:25,779 INFO    SystemMonitor:10815 [interfaces.py:start():190] Started disk monitoring
2023-09-22 17:03:25,779 INFO    SystemMonitor:10815 [interfaces.py:start():190] Started gpu monitoring
2023-09-22 17:03:25,780 INFO    SystemMonitor:10815 [interfaces.py:start():190] Started memory monitoring
2023-09-22 17:03:25,780 INFO    SystemMonitor:10815 [interfaces.py:start():190] Started network monitoring
2023-09-22 17:03:25,804 DEBUG   HandlerThread:10815 [system_info.py:probe():196] Probing system
2023-09-22 17:03:25,805 DEBUG   HandlerThread:10815 [system_info.py:_probe_git():181] Probing git
2023-09-22 17:03:25,813 DEBUG   HandlerThread:10815 [system_info.py:_probe_git():189] Probing git done
2023-09-22 17:03:25,813 DEBUG   HandlerThread:10815 [system_info.py:probe():244] Probing system done
